10000628;geändertSpezialkabel PW 88 D
43aaec2a8b53b3a3057e89cd39e88821;Adapter für Doppelmonobuchse 3,5 mm
6b2e73b9aaa96db6ec3878202528025c;Klinkenstecker 6,35 mm
b528aee33eb7938edcae064487eecf2f;Verlängerungskabel 1,5m
b4fecbd5160679b85fe58378633cb9e9;Klinkeadapter 3,5mm - 6,3mm
10000611;Kopfhörer Beyer DT48
45247a066f39c8359e3a76c0952d9369;Etui
10001390;Stativ Wind-UP kl. 247 cm
10000564;Stativ Wind-UP gr. 370 cm
10000566;Stativ Junior Combo 360cm
10001539;Stativ Wind-Up auf Rollen 390cm
10001541;Stativ Black Supersteel 477cm
4c098b588cc78c39bbcd32d8b734b56e;"40"" Stativ"
10000260;Stativ MA 008 Alu 3kg @ 212cm
10001392;Stativ AS-5 Stahl 15 kg @ 330cm
10001395;Stativ Master 004 385cm
10000522;Stativ Tall-Cine 111 6kg@ 3,80m
10000567;"Stativ C Stand 40"", 0,5kg @328cm"
10000584;Stativ Long Telescope Hanger
10000941;Stativ Mini Bodenstativ 60cm
10000947;Stativ Mini Bodenstativ (Hufeisen)
10001434;Stativ LTM klein
10001540;Stativ Low Combo Silber 3kg @198cm
10001892;Stativ Bodenstativ mit Rollen
10001921;Stativ Mini Bodenstativ 30cm
10001922;"Stativ Stativverlängerung ""Onko Bonko"" C622 (16cm)"
10001923;"Stativ Stativverlängerung ""Onko Bonko"" C624 (27cm)"
10001924;"Stativ Stativverlängerung ""Onko Bonko"" C626 (41cm)"
10002616;"Stativ C Stand 20"", 8kg @175cm"
10002657;Stativ AS-4 Alu 4,5kg @ 315cm
10002660;Stativ Bodenstativ
10002661;Stativ Bodenstativ klappbar
10002191;Pol Cat kurz 1,5m - 2,5m
10002192;Pol Cat lang 2,1m - 3,7m
10002193;Pol Cat Verlängerung
10000599;Funkpilot RX 02
10000927;Pilotleitung
10002773;Timecodegenerator Tentacle Sync
10001151;FHS CEDAR DNS 1000 steiler Filter
10001599;FHS Apogee 2-Kanal A/D Wandler
10001627;FHS Audiointerface Firewire 410
10001814;FHS Timecodegenerator LOCKIT
10002502;HD-Recorder 16-Kanal- Aufnahme-Set mobil
10002555;FHS Timecodegenerator Tiny LOCKIT (2015)
10001269;FHS EQ FCS 920 Varicurve BSS
10001500;FHS Multieffektgerät Eventide H3000
10002050;FHS Anatec Midi-Patch-Bay SMP-7
10001187;Koffer f.DNS 1000 CEDAR
228e800724ee41bf7dafc97f19eea794;externe SSD 500GB
d25de5dfbad761030e073ed9a21f4676;Kabel Lemo / Lemo
54a721f669d3d1217aaa17548d8eb326;"Macbook Pro Retina 15"""""
0def89e5bfeaa70b16f52643bf584820;CD mit Treibern
d07c4ec1a661313a3142e664b98b0d8c;Software-Dongle
fc912658196ff0df5b7dd94e9077f8ee;Timecode Y-Kabel auf 2x XLR
7d100fddf93fbdbd3a09bf62d97c025d;Y-Timecodekabel
d8059f23aeb8d6dc93b06cf2b4d2f110;Kabel XLR / Lemo
cddbfc971e6b59a740d8003904ff7137;Universal Audio Apollo Quad
4f45ee9215be667615bd772d2801a019;Software-Paket
cf5255b49ed0e82e81e74333a8a3b19c;Kabel BNC / Lemo
28c538fef653fcd30751f016fec2c5f4;Fovusrite Octopre MK2
a034a7375a8378d60dca6349eb282c2c;Firewire-Kabel 6pol - 6pol
146210e4e982df150d688c4922d3f202;Timecode-Kabel
5bfb69779345e61922330f5e0da5ac7d;Firewire-Kabel 4pol - 6pol
0cb62655d4e2119522358a9355d77f83;FPC 900 Varicurve BSS
eec34d6038caf54e533f9236106ca55f;EQ Analyser Controller mit Tasche und XLR-Kabel 5pol
53048a9c30767fb8adc8bc4a7ae694f0;3.5 Klinke auf XLR in
72ef2789332f34b3de46a09c39d1cafd;USB zu Micro USB Kabel
f394c64e295639b85953aaa2f90a6e32;Klinkekabel 3.5mm 3-Pol
3e184745c50fce54acb39c5a62844d58;3.5 Klinke auf BNC out
ff015d294c825864185b72085ca6a297;3.5 Klinke auf 3.5 Klinke
965d4d6580216b8fd8e3d35523466360;3.5 Klinke auf XLRw
654c194f535fe2cae41509a09d58957f;Klinkekabel 3.5mm 4-Pol
e5adc50bef6f0987db96a074eefa2368;USB-Kabel w auf USB micro B
0a708653c5bfea47438cdbcb339be5da;3.5 Klinke auf BNC in
fd5397699098e4c99098fb5b4ab77481;3.5 Klinke auf Lemo out
591db04b77193fef6757e118d61726f8;3.5 Klinke auf BNC bidirektional
a3fe075f2f11ebc1f17e2a55b9724389;3.5 Klinke auf XLRm
e3262b3c577e01ca7e47cba3951ceb40;3.5 Klinke auf XLR out
2efa1753cae0902470d67a4a2a7f50ae;XLR in/out auf Lemo
28abbd61bb7f1651a1eb954306fe895c;3.5 Klinke auf 3.5 Klinke 4 polig
3326bb8c43adbd40f7fcba8b07db51da;3.5 Klinke auf Lemo in
ae2d1d57aaee705b083688f3dc47c9bd;3.5 Klinke auf Lemo (in und out)
9cc5f1107f07bdcdfd80787b9a2fcaa3;USB-Kabel m auf USB micro B
9c04b6064cbad9452aa1c137810d2c8d;Kurzanleitung
694dc0bc2e6c3a158d3519fa61bb6aca;Netzteil
0d11a0e0f3cfd9bf8d1aa785fe5f49ce;Kurzbeschreibung
10001530;Kopfhörer Sony (Stereo) mit Lederschutzhülle
5a09bbbad4ba73849b19fd52fcd71862;Leitungen Klinke 6
1e584379992e30da6239636f5aabce6e;Leitungen Klinke-Klinke 6.3 mm
6114cfc32a16256eb48d3ba31e73845e;Kopfhörerverstärker HP 48 mit Netzteil 220/12 V
c1a46ea00fe443400ef7ac9334438dec;Kopfhörerverlängerungen
d229bf119d1bd1f73b6ff28715399f6b;Sony Kopfhörer mit schwarzer Tasche
b57831119fa9b5028c7dabb5b4e94c17;Tischverteiler 3-fach
5921a4146767bf4b752abb4f0a1af686;Leitungen XLR 5m
cbcc16d8b37eacf8a9ba16a7e572cc2e;Leitungen XLR 10m
d43ff86a9349eb8c8e48f7638bcc8d06;Tischverteiler 6-fach
807d8a7070f4a086272ddc986714271e;Kabel Klinke 6,3 auf XLRw
1ed89200dfa16fab9bbdc95f78078ae6;Klotz DI Box AD 10 und AD 100
0f22ac5a9a9676d06d92c32b3b7b70eb;USB-Kabel
10000144;Kamerastativ Einbein Monopad 2 cf Video
10000145;Kamerastativ DA 150 mittel (Stativ u. Futteral)
10000147;Kamerastativ DA 150 kurz (Stativ u. Futteral)
10000148;Kamerastativ Stativkopf Dutchhead Video 18
10000153;Kamerastativ DA 100 mittel
10000155;Kamerastativ DA 100 kurz
10000159;Kamerastativ DA 150 kurz (Stativ und Futteral)
10000161;Kamerastativ Video 25 II (150er)
10000168;Kamerastativ Video 20 Plus (100er)
10000169;Kamerastativ Video 18 III P (100er)
10000470;Kamerastativ Rollspinne
10001001;Kamerastativ Rollstuhl
10001030;Kamerastativ Horizontal-Schwenkkopf
10001168;Kamerastativ Baby Klo 150mm
10001176;Kamerastativ Video 14 (100er)
10001179;Kamerastativ Video 18 II P (100er)
10001180;Kamerastativ Video 25 (150er)
10001317;Kamerastativ Stativkopf Studio II
10001772;Kamerastativ Cartoni E-AC Pro-S (Szenografie)
10001774;Kamerastativ Vinten Pro 5
10002155;Kamerastativ DV12
10002201;Kamerastativ Einbein Manfr. m Neigedämpfung
10002203;Kamerastativ Spinne Sachtler SP75
10002243;Kamerastativ ALEXA Oconnor Stativ-Set
10002579;Kamerastativ Sachtler Video FSB4
10002617;Gimbal MöVI M15
10002619;Easyrig für GIMBAL inkl. Serene (Standard)
10002620;Easyrig für GIMBAL (small)
10002621;Easyrig Cine (standard)
10002622;Easyrig Cine (small)
10002624;Kamerastativ Stativkopf oconner 2575D, 150mm
10002626;Kamerastativ Stativkopf oconner 2560, 150mm
10002627;Kamerastativ oconnor 150mm, lang 60L
10002628;Kamerastativ oconnor 150mm, kurz (Heavy Duty)
10002629;Kamerastativ oconnor 150mm Babyklo HiHat
10002714;Videokamera Schulterrig mit Leichtstütze DVTEC
10002787;Easyrig für GIMBAL inkl. Serene (Damen)
10000133;Kamerastativ Spinne DA 150
10000134;Kamerastativ Stativkopf Studio 80 II
10000135;Kamerastativ Futteral EFP 2
10000140;Kamerastativ Spinne DA 100 mittel
10000141;Kamerastativ Gummifüße
10000142;Kamerastativ Futteral Eng II
10000149;Kamerastativ Keilplatte 35
10000152;Kamerastativ Stativkopf Video 18 II
10000154;Kamerastativ Futteral f. DA 100 mittel
10000156;Kamerastativ Futteral f. DA 100 kurz
10000158;Kamerastativ Futteral f. DA 150 mittel
10000160;Kamerastativ Futteral f. DA 150 kurz
10000162;Kamerastativ Stativkopf Video 25 EFP 20
10000163;Kamerastativ Spinne Heavy-Duty SP 100/150
10000165;Kamerastativ Spinne DA 100 kurz
10000458;Kamerastativ Futteral Koffer 80
10002244;Kamerastativ ALEXA Cine Stativ
10002245;Kamerastativ ALEXA Spinne
10002246;Kamerastativ ALEXA Transportkoffer
10002247;Kamerastativ ALEXA Oconnor Case für Stativ
10002678;"Monitor/ Rekorder 5"" Blackmagic Design"
1d2427a2a6c8a27f5c8e9f7c051d83b6;Flowcine Serene Zwei-Achsen-Federarm inkl. Extensionarm
be678a36c2ac9eee18db41d2f5cb5261;"""3/8"""""""
1a721d2a30311f3a8fd99890600c196b;Einbeinstativ 562B-1
a1f9f90e9c25ca22c2dcb6b2dc066eee;Futteral EFP 2
df1ecc02e46bea18b6a714acc324acdb;Firefly Inbusschlüssel 3mm
cf53744b5ecbf65d36fc6949f96e8dab;Stativbeine 5186-0257
45a0320c733b772cfd63d4075b9b47a1;"Netzteil ""Phihong"""
ac2b184f567f2cd4a3098e9de599c9d5;"Befestigungsschiene für Kamera inkl. 4x 1/4""-Inbusschraube"
cd23cb6f085db2eec1ac02474c7f6ca4;Adapterkabel D-TAP auf 4Pol
463cca8eb29c785956404838980ca97a;"3/16"" Inbusschlüssel"
1cf7152f1e01569dc532cbfc71a39250;fixierte Beine
fdee1dda67a4990f39107b74d9fa83ed;Freefly-Ladegerät FFS-BC234S
7eb97d21364990ce943250df80cc8ea4;150mm Halbschale
1d1b8de8f1b27eaf895a40779f1274e2;Knebelschrauben
7d497f90bfa5939d54283e1210b65fac;Haltegabel für Stative
a33cce14b91efb8c7cf4345fcf27e353;"Stativplatte - Pro DC inkl. 1/4""-Schraube"
3d977737e85d3781f0956e55353ec440;Futteral ENG2
e098a9c4ab9f908065a5692f625cea7d;Karabiner mit Halteschlaufe
e44451ab637051cbdff99d48ae75489c;Gürtel mit abnehmbarer Stangenaufnahme
b21791bdd96fd9d0c45355c52ecdbde7;Easyrig Vario 5 Cine
2cecc8e3eafd110e5dcf1afa8b48d08f;Kugelschale 150mm
3117c4df12bb7aaa7027c1a588f74d58;Stativplatte-Pro5 DC
306665bbca9f679d7bf93ef3cc37e926;Futteral EFP
06e15f916364e3d864dd118298c7b2fe;Firefly Inbusschlüssel 2.5mm
107878fff01fa29de6685bab16ad36b7;Futteral
dd3a9dc8d1987f8262535c1da826de37;BNC-Flexikabel 75cm
80e139bc7f93b373d215d7b4006d4f2f;Tasche inkl. Tragegurt
958732bf14542f36e315558d1ae81672;BNC/BNCmini Adapterkabel
e0da1c2f7ae94aa2cf4155919830ec1c;Quickstart Guide
6661353bba265447df6eae6c2004a6c0;Monitorakku Canon LP-E6N
c79e13e5119016dec3d0e44303997e96;Schraube mit 2 Unterlegscheiben
f325725e1dd5b638595679c1e7ee89ab;drehbare Aufnahme für 15mm Rohre
ca269f74139ff9bd0f4fec05e36e85d1;Klippspange
620e05b7b44efed04c8db139febf1d76;Ladegerät Canon LC-E6E + Netzkabel
5f17e9655d6ef4981f4bb4ce05308e11;Schraube
185e52545bc474416465553ceeda0d07;"3/8""Schrauben"
59978cf8c3a8abf728bbed16f3fbfe8a;95kg Tragelast
b04ce1594e3c19b53a61dce93fa125ba;140kg Tragelast
a27529e02996dab2c9ace52d8fa76fc1;Sunhood HD inkl. Befestigungsschraube
96c3f0dd9273704c67c306e75e7b3e2e;Inbusschraube
3214ac1d94f534abfc259eff01a7b648;DVTEC-Transportsack
474a37dcd1762d11ba6427af06900928;Leichtstütze mit 2x 15mm Rohr
15c01116577424e64b817358a980522c;Oconnor Fluid Pan & Tild Head max. 40.7kg für 150mm
9e2d2d03acc1cca653d4c43d2a639763;Reely Capacity Controller
b38c3084904a2927dc181d29611900c4;2mm Inbus T-Schlüssel
f4b83ca62a52466f967122e44ee22c20;Oconnor Fluid Pan & Tild Head max. 39,5kg für 150mm
85df4bb5612debb1ecf4f03420780eb0;MoVi Battery to D-Tap Connectorkabel
029913767783ec899f5dc6f91fbec339;Quick-Release Haltestange mit zwei Handgriffen und Monitorhalterung
8eeb8735d6871062aa3b67796a1ff1da;Feststellmutter mit Zollgewinde
4cc7e43939b5aa7932957ae1a5af8210;Inbusschrauben
b8ffbb9bc11c9389432e695efddda359;extra lange spitze Füße
2862b245d4e6937011b55d245cab03b7;Operators Guide und Koffer
0bf2ca4ff753be9cf4dda1f60c109246;Top-Handle für Quick-Release Haltestange
d7181ebe35187f97dd7768a4e1daa4e5;Spinne SP 100/150
11e4e3790202e89c4f6935e3e7f3decf;T-Inbusschlüssel (4mm)
a26d3825e28e0fb27711834c6d01c8ff;Carbonrohr
7a108d79f38bb915304e4b7db44f7f43;Rohraufnahmehalterung
788f1d548e2ee42873288db1f90ece35;Spinne SP100
d0d20e1ef9e1d8f6c2220b98e8811ac9;6er Inbus-T-Schlüssel
f9903a38380d5350b759f8dbacb33c9c;Cine Fluidkopf (150mm) Oonner Ultimate 2065 mit Ringschraube
6e96514467a165fc5a5883db66ccc10a;MiniStopper
e912fdb27ff931f303afbc89a206fb93;"Keilplatte mit 2x 3/8"" Schrauben"
94dc49de93cd4043b73f25be30ae4803;Mittelspinne
5f2e51c2e68b3fb5fe42cce0b4e784cd;Kameraplatte
7a9158370f5adbf0193a96189618239e;3-teilige Haltestange
a82a1353a7f16407cc2391034e2ee6b0;Kletttasche
0f7c4dd14077a2e09630404984aab704;Stativköcher
44edfa5909676c605481c115850e2b03;Gummispinne
ae1545209cafec03599a2c7e53100688;Schwenkarm und Schwenkarmverlängerung
63311984f0af6ae52960a8d819b7bc71;Operators Manual
31f86f012132fca33fa0bd869d51e166;Gummifüße
df0813daa177957b4169426a375b4c90;Klettverschluss
9eccdcbc5bca599b655ebf7f239cb023;Firefly-Akku (2
75aabe1c23459c4a000f27920d7380c6;Halbschale mit Libellenschraube
93c06ee3e373b6162eef87f098eb092b;Fluidkopf DV 12 SB
1df32c341e4d2d5d500566a2728487ad;Stativkopf
f2475136c76c3858d649f4c357dd7a66;Video25 Fluidkopf
10001851;Kamerastativ Stativkopf Video 75 Plus EFP
7bbfc067cc23b0665ca9e19f3acdc306;Bodenspinne SP 150 EX
10000132;Kamerastativ Cine 2000  1
10001850;Kamerastativ Cine 2000  2
10002204;Kamerastativ Tecpro Steadyboy, Nylon-Sack
10002569;Magliner Junior
1e7e0bd26926f170f020ade37b4482d2;Keilplattenschrauben
78e9b4f5557877a73e479846dcb72cfa;Polstertasche DV 75L
4b4d57a166e6d5a783394e969f14117d;Schwenkarm
18aeb1e4020ff2714463b6f7c3a096cd;Spinne SP75
d967dbfbb5a6bc71801e91bca08dbb5e;Magliner Junior MAG-01 JR10 EL24
472c0f34c1b25486122cd40a35fd8e8e;Notebook-Ablage mit Kabelloch MAG-LTM
b107780244c6df3aec42ab3dead87f02;Kabel-Halter MAG-CH3D
b6a30a32b182af18d6de5cba0c9cdd85;Notebook-Halter (rot) mit Kugelkopf MAG-LTP
7771cca063325a0e735a6a6f9918a3d8;Zubehörtasche schwarz MAG-B
d762faf74d5a1f2f97e8ba34758644d8;Halter mit Kugelschale 150 MAG-EU 150
0b3f14e049b64dd6861a48501be44dd4;Ablagefach groß MAG-N VS
6a83ee7882e3c63d0d92dba283ea467c;Stativ-Halter mit Gummiband MAG-TP
a63e5302aca1df6f7578cadc4a28d5aa;Spinne
a535df571dabe2ce9d6709c0cfcddab5;Ladekabel
10000589;Kunstlicht Dedolight Proj.vors. DP1,0,7-120
f074b781b179d73c43dc16215fd4fb88;Irisblende (404)
b474844d1efbe38ecf04c1471815c3db;Stativadapter
ea646f9e96a961ff5354ca8523aa05b7;Handgriff
10000527;Kunstlicht ARRI 300 plus Stufe
10000528;Kunstlicht ARRI 650 plus Stufe
10000529;Kunstlicht ARRI 1000 plus Stufe
10001146;Koffer f. Janibeam 3x800 W
10001578;Tageslicht Dedolight 400D Vorschaltgerät
10001579;Tageslicht Dedolight DCHD 400 Transportkoffer
10001581;Kunstlicht Dedolight Transportkoffer
10001583;Tageslicht Dedolight DP400 Transportkoffer
10001584;Tageslicht Dedolight Irisblende DP400IR
10001854;Kunstlicht Dedo DLH 4 Leuchtenkopf
10001855;Kunstlicht Dedo DT 24-1 Schnurtrafo 24 V
10001856;Kunstlicht Dedo DP1 Projektionsvorsatz
10001857;Kunstlicht Dedo DPIR Iris
10002031;Kunstlicht DLH 4x150W Softlight
10002032;Scheinwerfer Power Supply 4x 150W Dedo
10002033;Kunstlicht Dedo Silver Dom Medium
10002851;LED Chimera für Dedo 90W Bi Color
10002853;LED Dedo Akkus V-Mount 95SI
53060ac8c13c2bf92fd1a580da9af01c;DCHDM Transportkoffer
589e579ba4301fdf00f03f32563dff12;Iris-Ablende 1124
eeff811549e8828b0d5b80036ef57d37;DBD Tor
840d07d17099cbe4667fd6386f08ad0f;Saughalter
7795fbb0dccbc5262231acb3ae2941e3;Tor DBD
f96176223aedd236f4c6d81f0da6559b;Case mit Rollen
53337fc486e36f58dd607bf013509016;Tischklemme
fa5947836f217cfd8e052cbe6ca05484;Stativ DST
8905ead3aa082f2600628965cfbccfe7;DP1 Projektionsvorsatz in Tasche
9c38053a62a67a9ec08877230bb5b228;Gobo-Halter
b61ee3a271e9a039d2dca57c8e4708a7;Leuchte DLH2
478e1e9196cf5a20ce84f8469b1e2068;Ausleger mit Zapfenaufnahme
ee5e0c833f601c9ad6d4ddf115eb5ecb;Framing Shutter Austauschteil
d0ed26d8622ca5d5c17a283b1d271588;DST Stativ
01418e5aefbe647dec0318b12552b34a;Halterung für Vorschaltgeräte
8b2b9651997def036ce2966e1ac28027;DIMTA dimmbarer Schnurtrafo
c7e80ad2ceead3171e7d8fbbdd199d20;Zubehörtasche für Bespannungen
d5d6e3fde803f297d64403a51c505cd0;Projektionsvorsatz (1/10779) mit Zoom 70-120mm
595bc02734f42a2adf99a464b09c82ca;Sockel G4
680af6cabe82db35f106b90c07d547a7;Kameraadapter
ad1933a65f2c37463e3e2e1f72244fe7;Plastikschachtel
c8e2190c950b176786dd3b9a0a3a34d5;Verlängerungskabel
c85416435cb1a1edce341ae7f2929afe;Spezial-Gobo
18389207becf5425dfeb7758b9e90e8f;Saugffuß DV6B
d147bd14ffb2bbbf41f457c8ca64e101;Gobohalter
28cf5308cb0782e5a2199cf466efde23;Transportbeutel
08a34205ca9f0d2de99b40f97d9bde19;Schutzfilter
22ae38079a53149bb1bf4aeb4a6c4075;Irisblende
4d9a26a4885671dd4e44992b0a8c583d;DSTFX Stativverlängerung
ea3c7f52433317f64e13c2e53539946e;Stativ
7dfcedeb1c3861a29a8dc8aaf3a1ffa6;DGMB Foliesatz blau
33619049c12afa5c7664c00096c0e654;Leuchtenkopf
dea5fa0dd1e7e790c3a98e96444e24f1;Hülse
908ea6b2dd319ed570fb81edc175af75;Vorschalter DT9-BI-BAT-AB
b59a44ad14415f470c96a9cc29c06d76;Schnurtrafo
844c29faa7c81b2b99316eada84dafe0;Tischklemme CLAMP1
974e1a50586595f7bfff0a397cba54d4;Plastikkästen
33f75a38d2e6f4429b8d2bf8aa8e43bc;Irisblende (406)
a29cafbad91dc10ad9be43d24617caf5;DSTFX flexible Stativverlängerung
e7c41cc9b7b4e61d891b61273213d3bc;Filterfolienset blau
9cd7b7acfc2525956acbd88975dab560;Schwanenhals
1268577a884fde12bf65370a4e4dcf9e;Kragen
4e67074642dd52392ebe059ca5ce2326;D Tap - 2
6c214bb225ec9d9199cf543c9deadc69;Tageslichtfilter
036ebee34fcc8d97dca624d9981e412f;Verlängerungsarm flexibel
2e29d85d39c0d53ee5a508af3c49b9e4;DEB 4000D Vorschaltgeräte
85014362a714e90700918fc6d181844a;XLR Verlängerung
786404751835d031cce815b2629d63b5;Pan-Aura Softboxschirm
0acd87c43f94e5bca5d13f105417cf2f;Clamp Zwinge
db3a321068dad74d8d42930f0295b90a;Lampenhalter
c375f4dad65d93561d8b6e752a48a289;Steckadapter
96b211eb46f1ab7a04d82b069afd216a;Projektionsvorsatz (1/10816) 85mm
032b96fbe4d44292b8092022a969a18d;Iris-Ablende 1122
bc7834839413007233dcd5d1795475a0;Pan-Aura Leuchte mit 2x Kunstlicht (400W)
c3ed9e8b0a3e75628259bc8f6e6e17aa;DLH2-Leuchte
dd6b48f1c215229e383e785f5b0bee78;CLAMP1 Zwinge
0c5eab3ec2ae9828491a641aaa288c2f;Halteplatte DH2
9ad174b7218819de168907d243a8ee78;Leuchte
9c6e34f8f4ed52c35674d401f2168aca;DH2 Halter
c9319bb55255facc91c64b838854d59a;DLBOX Pappschachtel
f31e3667a31ef1126da8b0d2b327e7fb;Lichthalter
906bdb1c79ac307d46535a4973e39223;Bügel mit 2x Clamps
46f0e7a3582ba7a737d25cdb6e75aedf;185 mm Objektiv
8c7c30211f78035366286df401b03b3b;Innendeffusor
d069bf5fdcb1c24e6d38b679a2f7feec;DFH Filterhalter
ea96145b280c60ea765b583df87a05d2;Koffer DCHD
fa9548d87638f46a9064f496749f566b;1 Lichtschutzring
d25c7286a46dbb6eeecc5cfddacd5818;Iris
637442f8ea3d0cb05fd21df3ab3bedb4;Plastikbox
ef5308d7d2d90eb42642802bb21d9740;Filterfolienset diffus/ WD/ Frost
f30117dec9669ee2b5d90cb5a9357c5d;Netzteil mit Netzkabel
e251dabbc4c799ede2d2ac68e31ad9d8;DBD8 8-Flügeltor
8e98945f2a20b5409c29d6d4b68f8c8d;Transformator DT5 + Netzkabel
01617e2dc44ceb0976cf71165e037c41;Folienhalter
e9e014462d507dd404023538a7e7dc2c;DTS Stativ
dc9fbe5513c323c9a5f7c3a77dd4143f;Leuchte mit Tor und 16mm Aufnahme
e2c717b11c2969c0e5b64060c3f93be9;Kugelkette
a34e09f9a7fbb05c61ebc70c7fce8920;Projektionsvorsatz (1/10730) 85mm
4fc138ffdea84fde673f6bf5b9403545;Lampenbolzen
dadf5a2078596fbc6c50758ef8e81a66;Leuchte DLH2 mit Tor
12b543e0414d9182423da3922effd3f7;kurzes Kabel DPOW
44ba8019cabf6398d286c08452ca93ce;Vorschalter DT4-BI-BAT
b33085c9339b5005d2aa89c6fd6a58cc;Saugfuß
d19139a87590cd163f50eaa1990af6ae;Kette
9ba17c668643a3ecd4e2b0ae09ef02ad;Flügeltor
0769c92d311256caabac6a29db842804;Plasikschachtel
393e5c008053ffbd729ea3a8aed1e009;Filterrahmen
b0763afbf0fc9ccae236161c9d6fc969;Dedo DLED4-BI Kopf
b1e3db95af40f4f147bab93f3005ef87;DHS Halter
90324e46cdd8ed9c2506cc8f41ad45c4;Frontdiffusor
c9a05a875d9aad4471d816180b5de12e;Verlängerungsarm flerxibel DSTFX
16cc5164374501626f372d6515bac0b9;DPIR Iris
c3589e4fcedc382ba90cd39d97114bbd;Dedo DLED9-BI Kopf
46fd26eb4d892de45beb45f1320cbac8;Samtsack
5b2a2d9ec04343dd7f94eb21a48ae099;XLR-Verlängerung
8b9459a624076e60488420c20de8aee7;Kugelgelenk
6af45930421adf8e72c5e7b9bfaa7525;Konversionsfilter
f500a1516eb39084e7c1986e8ccaf5e9;DGMD Foliensatz Diffusion
6ca1c17cb208b9ed63edce8843132cab;Filterhalter
d73c402351cc12d2d7388a7e83b41095;Schutzscheibe mit Rahmen
680493df6dd7f671381a79b13bf11283;Projektionsvorsatz (1/10721) mit Zoom 70-120mm
cc4260d4e20331031e2ecdbfb6b4d7b9;Diffusor
cf7313cf520bf12b4d37d9412073b6a3;Wandhalter mit 4 Ketten
aa0ada7af3310d61857f6b9ba3b43ce2;8-Flügeltor
0899a227b0a4df427145043e96f4aa21;Transformator DT5
1c148126cf3dcbb3f28904b533d82cd9;Irisblende (1033)
d105bb7b57331c959ca9b64f93366fee;langes Kabel DX33
9607ec567e70fffa9a59862665aabeaf;Saughalter mit Kugelgelenk
34979f19880e12cdec01db54fd86c6fe;Verlängerung
06c083eddd3abd035db56a4598612418;Leuchte mit Kabel
5778a96b8bdb13a8e818f5fbb039b0ea;Koffer
3bcd7b03ff4edb1ab280cd5c661e3f7d;Bespannung
e3ac189bcbf5dfc1e0f2b9351cbaf251;Anschlußkabel
63e92e29e57b745693151094bc72972f;Netzkabel
7198ae161b582d246db2d204d035db1c;Tasche
10000136;Koffer 80 (Cine 2000)
10000393;Objektiv Stützbrücke LS-6 m.Stützbolzen
10000394;Objektiv Stütze LS-8 f.Canon
10000404;Kamera Handgriff vollständig
10000408;Faserplattenhalter
10000410;Mattscheibe 1:1,85
10000415;Faserplatte f. Super16
10000419;Mattscheibe 1:1,37
10000420;Leichtschärfe Getriebe II
10000433;Kamera HSU Schnell-Laufkabel
10000171;Ladegerät NCL 08 D
10000172;Ladegerät NCL 08 R-1
10000175;Ladegerät NCL SR 2
10000399;Sonnenblende
10000230;Kamera VSU (5 bis 50 Bilder/s)
10001346;Mikrofon ME 64 Niere
10001412;Ladegerät DC-V 515 m.KFZ-Adapter PD 150
10000431;Videoaussp.Strahlenteiler f. SR3
10000459;Panther Adapterring f.Seiten/Kugelschale
10000482;Panther Gegengewichtsarm
10000488;Panther Koffer f. U-Bangi II
10000518;Koffer f. Diaprojektor Kodak Ektapro
10000555;Koffer f.Lichtmixer Tango 48
10000560;Dimmer Memo-Pack MP15/35, 3 x 5 KW
10000562;Dimmer Steuerpult TANGO 48/DMX
10000569;Koffer f. HMI 1200
10000570;Koffer f. HMI 2500
10000571;Koffer f. Arri SUN 1200
10000578;Koffer f. Kobolt-Leuchten 200W
10000580;geändertKoffer f. Scheinwerfer 2x1KW
10000581;Koffer f. Scheinwerfer
10000582;Koffer f. Scheinwerfer 2x650W
10000588;Dimmer Steuerkabel DMX, 50m
10000771;R2
10000618;Nagra QPAU-T Vorverstärker 4.2
10000619;Nagra Quarz Pilotton-Generator QGX-3
10000620;Tasche Nagra QHTP-XS
10000621;Nagra QPU-EX Vorverstärker 4.2
10000622;Tasche Nagra IV-S QHTP-TC
10000639;Tragekoffer JVC-CB P150U
10000654;Videoaussp.Strahlenteiler f. 35/3/4
10000658;Panther Netzteil Case
10000659;Koffer f.Monitor
10000662;Koffer f. Panther-Sitz
10000674;Kamerakabel CCMC-12, P 25
10000675;Kamerakabel CCMC-12, P 05
10000724;Akku NC12/7R-1
10000731;Akku NC 12V / 1,2Ah, Aufsteck
10000765;Studio 2, kleines Studio
10000768;Studio 1, grosses Studio
10000775;Vorführung3
10000795;Mikroport Mikrofon MKE 102
10000817;R1
10000818;R3
10000819;Vorführung2
10000820;Vorführung1
10000821;Ladegerät PAG AR 124 NP (inaktiv)
10000825;Ladegerät PAG ACS
10000840;Kompressor Aphex Expander Model 622
10000913;Movie Kassette 300m
10000963;Schulterstütze S-2
10000964;Mattscheibe 1:1,66
10001058;Panther Laser-Grip
10001138;Koffer f.Scheinwerfer HMI 575
10001139;Koffer f. Scheinwerfer 4 KW Vorschaltgerät
10001144;Koffer f.Scheinwerfer 3x1 KW
10001145;Koffer f. ADB-Spot TS105
10001175;Fernauslöser f. Flimkameras
10001271;FHS Kompressor Drawmer DL 221
10001307;Mamiya Winder RZ
10001449;Videokamera Regenhülle
10001458;Dimmer Steuerkabel DMX,10m
10001459;Dimmer Steuerkabel DMX, 2m
